"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"1303",15383,1,10,1989,18,"RM","F",17,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1304",16266,7,3,1989,18,"RM","F",NA,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1305",17008,1,29,1990,18,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1306",18074,12,15,1990,18,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1307",19234,11,13,1991,18,"RM","F",12,14,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1308",20531,12,21,1992,18,"RM","F",16,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1309",21042,8,19,1993,18,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1310",22110,3,4,1995,18,"RM","F",17,18,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1311",24803,12,18,1996,18,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1312",25520,4,12,1997,18,"RM","M",17,14,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1313",27422,1,31,1998,18,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1314",29335,3,14,1999,18,"RM","M",18,10,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
"1315",5005,11,22,1981,18,"PM","F",21,24,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1316",11448,5,10,1986,18,"PM","M",20,18,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1317",14679,7,14,1988,18,"PM","F",18,25,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1318",15491,2,4,1989,18,"PM","M",20,19,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1319",16041,5,10,1989,18,"PM","F",21,20,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1320",25455,4,12,1997,18,"PM","F",20,32,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1321",26298,7,9,1997,18,"PM","M",23,30,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1322",28497,9,19,1998,18,"PM","M",18,20,"Peromyscus","maniculatus","Rodent","Short-term Krat Exclosure"
"1323",13360,9,26,1987,18,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"1324",17373,4,24,1990,18,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
"1325",16525,10,7,1989,18,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Short-term Krat Exclosure"
"1326",30463,3,4,2000,18,"PG",NA,NA,NA,"Pooecetes","gramineus","Bird","Short-term Krat Exclosure"
"1327",20991,7,14,1993,18,"SF","M",25,47,"Sigmodon","fulviventer","Rodent","Short-term Krat Exclosure"
"1328",27161,11,22,1997,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1329",27890,5,28,1998,18,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1330",28492,9,19,1998,18,"PB","F",25,19,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1331",28945,12,22,1998,18,"PB","M",25,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1332",29594,5,15,1999,18,"PB","M",26,19,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1333",29878,10,9,1999,18,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1334",29968,11,6,1999,18,"PB","F",25,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1335",30190,1,8,2000,18,"PB","F",25,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1336",30327,2,5,2000,18,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1337",30595,4,30,2000,18,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1338",30940,7,1,2000,18,"PB",NA,NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1339",31129,7,22,2000,18,"PB","F",25,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1340",31240,8,25,2000,18,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1341",31641,12,22,2000,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1342",32061,5,26,2001,18,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1343",32416,8,25,2001,18,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1344",32636,9,22,2001,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1345",33059,11,17,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1346",33254,12,15,2001,18,"PB","M",28,50,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1347",33359,1,12,2002,18,"PB","M",27,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1348",33458,2,9,2002,18,"PB",NA,NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1349",33810,4,16,2002,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1350",33996,5,15,2002,18,"PB","M",28,45,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1351",34234,6,15,2002,18,"PB","F",26,19,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1352",34242,6,15,2002,18,"PB","F",25,20,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1353",34470,7,13,2002,18,"PB","F",26,23,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1354",34798,10,5,2002,18,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1355",34806,10,5,2002,18,"PB","F",25,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1356",35013,11,9,2002,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1357",35226,12,7,2002,18,"PB","F",26,23,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1358",35429,12,29,2002,18,"PB","M",28,49,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
"1359",390,11,13,1977,11,"NL",NA,NA,NA,"Neotoma","albigula","Rodent","Control"
"1360",4838,9,30,1981,11,"NL","M",31,155,"Neotoma","albigula","Rodent","Control"
"1361",5241,1,24,1982,11,"NL","F",33,NA,"Neotoma","albigula","Rodent","Control"
"1362",8410,9,11,1983,11,"NL","M",34,175,"Neotoma","albigula","Rodent","Control"
"1363",11934,10,5,1986,11,"NL","F",31,94,"Neotoma","albigula","Rodent","Control"
"1364",14718,7,15,1988,11,"NL","F",33,137,"Neotoma","albigula","Rodent","Control"
"1365",203,9,12,1977,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"1366",541,1,9,1978,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"1367",697,3,12,1978,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"1368",898,5,18,1978,11,"DM","F",35,29,"Dipodomys","merriami","Rodent","Control"
"1369",1195,9,3,1978,11,"DM","M",34,NA,"Dipodomys","merriami","Rodent","Control"
"1370",1397,11,4,1978,11,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
"1371",1562,1,28,1979,11,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
"1372",1876,7,3,1979,11,"DM","F",33,32,"Dipodomys","merriami","Rodent","Control"
"1373",2244,11,18,1979,11,"DM","M",39,48,"Dipodomys","merriami","Rodent","Control"
"1374",2297,1,15,1980,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"1375",2648,3,9,1980,11,"DM","M",NA,42,"Dipodomys","merriami","Rodent","Control"
"1376",3686,1,11,1981,11,"DM","M",36,34,"Dipodomys","merriami","Rodent","Control"
"1377",4214,4,6,1981,11,"DM","F",NA,NA,"Dipodomys","merriami","Rodent","Control"
"1378",4351,4,6,1981,11,"DM","M",NA,21,"Dipodomys","merriami","Rodent","Control"
"1379",4638,7,7,1981,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"1380",4842,9,30,1981,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"1381",4991,11,22,1981,11,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
"1382",5226,1,24,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"1383",5460,2,23,1982,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"1384",5756,4,28,1982,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"1385",6096,6,29,1982,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"1386",6364,8,15,1982,11,"DM","F",34,28,"Dipodomys","merriami","Rodent","Control"
"1387",6821,10,24,1982,11,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"1388",7079,11,22,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"1389",7345,2,26,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"1390",7525,3,14,1983,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"1391",8047,6,18,1983,11,"DM","M",NA,45,"Dipodomys","merriami","Rodent","Control"
"1392",8367,9,11,1983,11,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"1393",8639,11,13,1983,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"1394",8907,2,5,1984,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"1395",9366,7,4,1984,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"1396",9609,9,30,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"1397",9887,1,20,1985,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"1398",10359,4,21,1985,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"1399",10632,7,24,1985,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"1400",10925,10,13,1985,11,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"1401",11071,11,17,1985,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"1402",11323,3,9,1986,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"1403",11536,5,11,1986,11,"DM","F",34,NA,"Dipodomys","merriami","Rodent","Control"
"1404",11776,8,10,1986,11,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"1405",11885,9,7,1986,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"1406",12147,12,15,1986,11,"DM","M",34,40,"Dipodomys","merriami","Rodent","Control"
"1407",12298,2,1,1987,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"1408",12769,5,28,1987,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"1409",13188,7,26,1987,11,"DM","F",NA,43,"Dipodomys","merriami","Rodent","Control"
"1410",13788,11,22,1987,11,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"1411",13998,1,24,1988,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"1412",14187,2,22,1988,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"1413",14444,4,19,1988,11,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"1414",14613,6,12,1988,11,"DM","M",37,34,"Dipodomys","merriami","Rodent","Control"
"1415",14816,8,10,1988,11,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"1416",15009,10,9,1988,11,"DM","M",36,35,"Dipodomys","merriami","Rodent","Control"
"1417",15409,1,11,1989,11,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"1418",15674,2,5,1989,11,"DM","M",37,37,"Dipodomys","merriami","Rodent","Control"
"1419",16172,6,4,1989,11,"DM","M",NA,NA,"Dipodomys","merriami","Rodent","Control"
"1420",16521,10,7,1989,11,"DM","M",36,36,"Dipodomys","merriami","Rodent","Control"
"1421",16954,1,7,1990,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"1422",17221,2,25,1990,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"1423",17455,4,26,1990,11,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"1424",17548,5,24,1990,11,"DM","F",36,48,"Dipodomys","merriami","Rodent","Control"
"1425",17724,7,22,1990,11,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Control"
"1426",17859,9,25,1990,11,"DM","M",NA,51,"Dipodomys","merriami","Rodent","Control"
"1427",18024,11,11,1990,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"1428",18163,12,16,1990,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"1429",18310,1,12,1991,11,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"1430",18440,2,17,1991,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"1431",18718,5,14,1991,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"1432",18982,8,8,1991,11,"DM","M",36,36,"Dipodomys","merriami","Rodent","Control"
"1433",19488,12,8,1991,11,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
"1434",19729,2,7,1992,11,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"1435",20061,5,31,1992,11,"DM","F",33,29,"Dipodomys","merriami","Rodent","Control"
"1436",20237,7,31,1992,11,"DM","F",37,29,"Dipodomys","merriami","Rodent","Control"
"1437",20557,12,22,1992,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"1438",20763,3,18,1993,11,"DM","M",36,56,"Dipodomys","merriami","Rodent","Control"
"1439",20941,6,19,1993,11,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"1440",21134,9,17,1993,11,"DM","M",38,34,"Dipodomys","merriami","Rodent","Control"
"1441",21265,11,14,1993,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"1442",21466,3,12,1994,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"1443",21536,4,11,1994,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"1444",21596,5,19,1994,11,"DM","M",34,18,"Dipodomys","merriami","Rodent","Control"
"1445",21717,8,17,1994,11,"DM","M",36,31,"Dipodomys","merriami","Rodent","Control"
"1446",21967,12,5,1994,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"1447",22152,3,5,1995,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"1448",22279,4,30,1995,11,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"1449",22413,6,28,1995,11,"DM","F",36,28,"Dipodomys","merriami","Rodent","Control"
"1450",22516,7,21,1995,11,"DM","M",37,56,"Dipodomys","merriami","Rodent","Control"
"1451",22789,9,24,1995,11,"DM","M",34,60,"Dipodomys","merriami","Rodent","Control"
"1452",23084,12,3,1995,11,"DM","F",37,34,"Dipodomys","merriami","Rodent","Control"
"1453",23207,12,22,1995,11,"DM","M",36,21,"Dipodomys","merriami","Rodent","Control"
"1454",23810,4,15,1996,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"1455",24667,10,13,1996,11,"DM","F",36,35,"Dipodomys","merriami","Rodent","Control"
"1456",25069,2,9,1997,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"1457",25394,3,16,1997,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"1458",26132,6,10,1997,11,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"1459",26953,9,28,1997,11,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"1460",27385,12,29,1997,11,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"1461",27631,3,2,1998,11,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Control"
"1462",27973,5,29,1998,11,"DM","M",34,46,"Dipodomys","merriami","Rodent","Control"
"1463",28295,7,19,1998,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"1464",28627,9,21,1998,11,"DM","M",35,30,"Dipodomys","merriami","Rodent","Control"
"1465",28906,11,22,1998,11,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"1466",29121,1,17,1999,11,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"1467",29524,4,18,1999,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"1468",30014,11,7,1999,11,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
"1469",30242,1,10,2000,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"1470",30845,6,4,2000,11,"DM","M",35,35,"Dipodomys","merriami","Rodent","Control"
"1471",31578,11,26,2000,11,"DM","F",35,37,"Dipodomys","merriami","Rodent","Control"
"1472",31829,3,4,2001,11,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
"1473",32112,5,27,2001,11,"DM","F",36,48,"Dipodomys","merriami","Rodent","Control"
"1474",32531,8,26,2001,11,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"1475",33161,11,18,2001,11,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"1476",33517,2,10,2002,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"1477",33780,4,16,2002,11,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"1478",35517,12,31,2002,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"1479",3129,7,21,1980,11,"PF","M",16,7,"Perognathus","flavus","Rodent","Control"
"1480",8220,8,16,1983,11,"PF","M",16,7,"Perognathus","flavus","Rodent","Control"
"1481",23459,2,25,1996,11,"PF","F",17,10,"Perognathus","flavus","Rodent","Control"
"1482",26725,7,30,1997,11,"PF","F",15,7,"Perognathus","flavus","Rodent","Control"
"1483",11020,11,17,1985,11,"PE","M",19,19,"Peromyscus","eremicus","Rodent","Control"
"1484",12248,2,1,1987,11,"PE","F",21,24,"Peromyscus","eremicus","Rodent","Control"
"1485",13778,11,22,1987,11,"PE","F",20,18,"Peromyscus","eremicus","Rodent","Control"
"1486",15107,11,6,1988,11,"PE","M",21,22,"Peromyscus","eremicus","Rodent","Control"
"1487",16726,11,5,1989,11,"PE","M",20,18,"Peromyscus","eremicus","Rodent","Control"
"1488",19913,4,5,1992,11,"PE","F",20,29,"Peromyscus","eremicus","Rodent","Control"
"1489",310,10,17,1977,11,"DS",NA,NA,NA,"Dipodomys","spectabilis","Rodent","Control"
"1490",561,1,9,1978,11,"DS","M",53,136,"Dipodomys","spectabilis","Rodent","Control"
"1491",940,6,8,1978,11,"DS","M",51,119,"Dipodomys","spectabilis","Rodent","Control"
"1492",1315,10,7,1978,11,"DS","M",50,108,"Dipodomys","spectabilis","Rodent","Control"
"1493",2479,2,25,1980,11,"DS","M",51,143,"Dipodomys","spectabilis","Rodent","Control"
"1494",3130,7,21,1980,11,"DS","M",52,113,"Dipodomys","spectabilis","Rodent","Control"
"1495",3601,12,16,1980,11,"DS","M",52,126,"Dipodomys","spectabilis","Rodent","Control"
"1496",4377,5,3,1981,11,"DS","M",49,129,"Dipodomys","spectabilis","Rodent","Control"
"1497",5705,4,28,1982,11,"DS","F",50,102,"Dipodomys","spectabilis","Rodent","Control"
"1498",6222,7,26,1982,11,"DS",NA,NA,104,"Dipodomys","spectabilis","Rodent","Control"
"1499",6558,9,18,1982,11,"DS","F",48,109,"Dipodomys","spectabilis","Rodent","Control"
"1500",7719,4,17,1983,11,"DS","F",51,102,"Dipodomys","spectabilis","Rodent","Control"
"1501",8416,9,11,1983,11,"DS","F",52,125,"Dipodomys","spectabilis","Rodent","Control"
"1502",8752,12,9,1983,11,"DS","F",48,96,"Dipodomys","spectabilis","Rodent","Control"
"1503",9563,9,30,1984,11,"DS","F",47,90,"Dipodomys","spectabilis","Rodent","Control"
"1504",11922,10,5,1986,11,"DS","F",46,102,"Dipodomys","spectabilis","Rodent","Control"
"1505",897,5,18,1978,11,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Control"
"1506",2260,11,18,1979,11,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"1507",4621,7,7,1981,11,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"1508",10790,9,22,1985,11,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"1509",14431,4,19,1988,11,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"1510",18699,5,14,1991,11,"PP","M",20,16,"Chaetodipus","penicillatus","Rodent","Control"
"1511",20426,9,27,1992,11,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"1512",22748,9,24,1995,11,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"1513",24533,9,22,1996,11,"PP","M",23,15,"Chaetodipus","penicillatus","Rodent","Control"
"1514",26087,6,10,1997,11,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Control"
"1515",28276,7,19,1998,11,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"1516",29910,10,10,1999,11,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"1517",30130,12,6,1999,11,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"1518",30687,4,31,2000,11,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"1519",31022,7,2,2000,11,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Control"
"1520",32290,7,22,2001,11,"PP","F",22,25,"Chaetodipus","penicillatus","Rodent","Control"
"1521",32953,10,14,2001,11,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"1522",34336,6,16,2002,11,"PP","M",23,20,"Chaetodipus","penicillatus","Rodent","Control"
"1523",34904,10,6,2002,11,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"1524",35332,12,8,2002,11,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"1525",15258,12,14,1988,11,"SH","M",29,58,"Sigmodon","hispidus","Rodent","Control"
"1526",1405,11,4,1978,11,"OT","F",20,23,"Onychomys","torridus","Rodent","Control"
"1527",3667,12,16,1980,11,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
"1528",5254,1,24,1982,11,"OT","M",19,25,"Onychomys","torridus","Rodent","Control"
"1529",7350,2,26,1983,11,"OT","M",21,26,"Onychomys","torridus","Rodent","Control"
"1530",10009,2,17,1985,11,"OT","M",20,19,"Onychomys","torridus","Rodent","Control"
"1531",14925,9,12,1988,11,"OT","F",21,20,"Onychomys","torridus","Rodent","Control"
"1532",19054,9,10,1991,11,"OT","M",22,25,"Onychomys","torridus","Rodent","Control"
"1533",23180,12,22,1995,11,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
"1534",25592,4,13,1997,11,"OT","F",21,34,"Onychomys","torridus","Rodent","Control"
"1535",27505,2,1,1998,11,"OT","F",21,22,"Onychomys","torridus","Rodent","Control"
